case_number,api_result,lang_confirmed,isReliable,confidence,lang,text,id
5412,0,it,,0.01,en,si parla dell'alimentare,549033d79c99ea76fdad2239
5413,1,it,,0.01,it,è una festa speciale per i bambini,549033d79c99ea76fdad223a
5414,0,it,,0.01,pt,credo la sua “sfera di cristallo si sia offuscata è,549033d79c99ea76fdad223c
5415,1,it,,0.01,it,polenta taragna e formaggio fuso :-),549033d79c99ea76fdad223e
5416,0,it,,0.01,en,: Dolce e Gabbana premiati a New York,549033d89c99ea76fdad2245
5417,1,it,,0.01,it,fatto,549033d89c99ea76fdad2248
5418,1,en,,0.01,en,1 goal,549033d89c99ea76fdad2249
5419,1,it,,0.01,it,: Buondì,549033d99c99ea76fdad2258
5420,0,Uncodable,NULL,NULL,NULL,:,549033d99c99ea76fdad225a
5421,0,Uncodable,NULL,NULL,NULL,:,549033d99c99ea76fdad225b
5422,0,Uncodable,NULL,NULL,NULL,:,549033d99c99ea76fdad225c
5423,0,Uncodable,NULL,NULL,NULL,:,549033d99c99ea76fdad225d
5424,0,it,0,0.01,ms,: serata ppe a varese .... tavolo completo!,549033d99c99ea76fdad2263
5425,0,Uncodable,NULL,NULL,NULL,:,549033d99c99ea76fdad2265
5426,0,it,0,0.01,ms,""": Serata",549033d99c99ea76fdad226c
5427,1,it,,0.01,it,Mancano 14 giorni a Natale: ò ritornino a casa !!!!,549033da9c99ea76fdad2271
5428,1,it,,0.01,it,Le correnti rivendicano interessi e poltrone. Noi siamo coerenti e rivendichiamo idee,5434fdf49c99ea522117dd02
5429,0,it,,0.01,en,Backstage di,5434fdf49c99ea522117dd06
5430,1,it,,0.01,it,: bella puntata. Da seguire.,5434fdf49c99ea522117dd08
5431,0,it,,0.01,rm,: i cuoricini inconfondibili,5434fdf59c99ea522117dd0c
5432,1,it,,0.01,it,: Al fianco di,5434fdf59c99ea522117dd0d
5433,0,it,,0.01,en,: e l'auto-intervista: dialogo intertestuale su con,5434fdf59c99ea522117dd0e
5434,1,en,,0.01,en,No ��,5434fdf59c99ea522117dd11
5435,1,it,,0.01,it,: Il Governo Renzi ha già rovinato Italia!,5434fdf59c99ea522117dd14
5436,0,Uncodable,NULL,NULL,NULL,��,5434fdf69c99ea522117dd2a
5437,0,Uncodable,NULL,NULL,NULL,��,5434fdf69c99ea522117dd2b
5438,0,it,0,0.01,en,: FI:Silvio Berlusconi punta su Stefano Caldoro,5434fdf79c99ea522117dd35
5439,1,it,,0.01,it,: sull Art 18 ora basta chicchere ideologiche e definiamo limiti preci…,5434fdf79c99ea522117dd3c
5440,0,it,,0.01,rm,: vuol fare opposizione e contrasta con determinazione e intelligenza tattica il grande inciucio.Quella dc e' s…,5434fdf89c99ea522117dd4d
5441,0,it,,0.01,mfe,: Se Fini non ti aves…,5434fdf89c99ea522117dd52
5442,1,it,,0.01,it,: Si salverà mai il governo di Pinocchio RENZI??? …,5434fdf89c99ea522117dd53
5443,1,it,,0.01,it,: Vai avanti,5434fdf89c99ea522117dd55
5444,0,Uncodable,NULL,NULL,NULL,:,5434fdf89c99ea522117dd56
5445,1,it,0,0.01,it,: CONTRO nessuno?,5434fdf99c99ea522117dd5b
5446,0,it,,0.01,en,“: a di,5434fdf99c99ea522117dd5f
5447,1,it,,0.01,it,": incontra i Popolari per l'Italia: ""Fi all'opposizione su temi economici"" -",5434fdf99c99ea522117dd62
5448,1,it,,0.01,it,Io non insulto nessuno,5434fdf99c99ea522117dd69
5449,0,it,,0.01,fi,: Flavio Tosi,5434fdfa9c99ea522117dd6f
5450,0,it,,0.01,en,: Bravo Fitto.,5434fdfb9c99ea522117dd93
5451,0,it,,0.01,en,": , sta con . E Storace sta con Fitto …",5434fdfc9c99ea522117dd9e
5452,1,it,,0.01,it,: A al con Giorgio Santini e,5434fdfc9c99ea522117dda3
5453,0,it,,0.01,en,": Di , in difesa di : “Parole di inascoltabili” htt…",5434fdfc9c99ea522117dda5
5454,0,it,,0.01,en,"Con , commissario europeo designato alle Politiche Regionali",5434fdfd9c99ea522117ddad
5455,1,it,,0.01,it,: E ci vogliono le primarie in,5434fdfd9c99ea522117ddbb
5456,1,it,,0.01,it,: Berlusconi “caccia” il democristiano Raffaele Fitto (Il quotidiano Italiano),5434fdfe9c99ea522117ddc2
5457,0,it,,0.01,en,: no rimanga leader il Presidente Berslusconi. Lav…,5434fdfe9c99ea522117ddc7
5458,0,it,,0.01,co,: difendere la famiglia un dovere,5435b68d9c99ea2c34500ec5
5459,0,it,,0.01,pt,: ? Non è né come fini né come Alfano...,5435b68d9c99ea2c34500ece
5460,0,it,,0.01,en,: Per è come : clamoroso autogol del conduttore di ò,5435b68d9c99ea2c34500ed0
5461,0,Uncodable,NULL,NULL,NULL,: .,5435b68e9c99ea2c34500ed4
5462,1,it,0,0.01,it,": GRANDE RAFFAELE, UNO DI NOI !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5435b68e9c99ea2c34500eda
5463,1,it,,0.01,it,": SCAMPIA (NA) EROI DI POLIZIA LOCALE TRA POPOLO DI SCAMPIA. MOSTRA FOTOGRAFICA ""VITTIME DEL DOVERE""",5435b68e9c99ea2c34500edd
5464,1,it,,0.01,it,Domani mattina alle ore 11 sarò a,5435b68e9c99ea2c34500edf
5465,1,it,,0.01,it,: : finalmente è compatta! …,54366ec19c99ea0525b5f469
5466,0,it,,0.01,co,: Voglia di Leopolda Blu per : …,543954d69c99ea58444a31f9
5467,0,it,,0.01,co,: Voglia di Leopolda Blu per - rimando a,543954d69c99ea58444a31fa
5468,0,Uncodable,NULL,NULL,NULL,:,543954d69c99ea58444a31fc
5469,0,Uncodable,NULL,NULL,NULL,“:,543954d69c99ea58444a31fd
5470,1,it,0,0.01,it,": Ci vuole la ""Pala di Maria che scoglie i nodi"".Io credo in Lei,, On. Fitto!",543954d79c99ea58444a3203
5471,1,it,,0.01,it,: Questa è la : Si lavori per una e plurale ... …,543974949c99ea6a99189cdf
5472,0,it,,0.01,mt,: 1 X e per X libertà di opinione,543974949c99ea6a99189ce2
5473,0,it,,0.01,ia,: Asse tra e 'Alema non esiste lo apprende sempre avanti,543974959c99ea6a99189ce4
5474,0,it,,0.01,en,: sostieni -amici di raffaele fitto - su FB,543974959c99ea6a99189ce5
5475,0,it,,0.01,en,: un retweet per e per la libertà di opinione,543974959c99ea6a99189ce7
5476,1,it,,0.01,it,fai bene. Molto bene. Si tratta di una farsetta noiosetta.,543974959c99ea6a99189cef
5477,0,it,,0.01,en,: Ma fate presto!!!,5439a2be9c99ea0360ca2fc9
5478,1,it,,0.01,it,: Le promesse di Pinocchio RENZI!!!,543ac8fe9c99ea1d6dee19d4
5479,1,it,,0.01,it,: sinistra l…,543ac8fe9c99ea1d6dee19db
5480,0,Uncodable,NULL,NULL,NULL,:,543ac8fe9c99ea1d6dee19de
5481,0,Uncodable,NULL,NULL,NULL,:,543c76a79c99ea5d71e0373e
5482,1,it,0,0.01,it,: la parola ai cittadini e no appoggio a governo renzi …,543c76a79c99ea5d71e03749
5483,1,it,,0.01,it,": Per Lecce provincia la riconferma di un grande politico: A. Gabellone, sempre …",543c76a79c99ea5d71e0374c
5484,0,it,,0.01,ht,: àNetropolitana con ht…,543c76a89c99ea5d71e0374d
5485,0,it,,0.01,pt,": di : , : auspico convergenza del",543c76a89c99ea5d71e03753
5486,0,it,,0.01,en,: Con all'Hotel Excelsior di,543c76a89c99ea5d71e03756
5487,0,it,,0.01,en,“: Con all'Hotel Excelsior di,543c76a89c99ea5d71e03757
5488,0,it,,0.01,pt,": , : auspico convergenza del",543c76a89c99ea5d71e03759
5489,0,Uncodable,NULL,NULL,NULL,:,543c76a89c99ea5d71e0375d
5490,0,Uncodable,0,0.01,sm,: 'vaiacaa.......,543db6e59c99ea7218d48294
5491,0,Uncodable,NULL,NULL,NULL,:,543db6e69c99ea7218d48299
5492,0,it,0,0.01,en,: è unico sincero e con voti,543db6e79c99ea7218d482a5
5493,1,it,,0.01,it,": Alfano: ""Forza Italia è un Ogm"". detto da e' un complimento.",543db6e89c99ea7218d482ad
5494,1,it,,0.01,it,: di : si dimentica del . La denuncia di -,543fa4099c99ea58deada2ee
5495,0,it,,0.01,war,": Caro Raffaele, x le regionali in Emilia-Romagna continuano a prendergi in giro.…",543fa40a9c99ea58deada2f6
5496,1,pt,,0.01,pt,: concordo,543fa40a9c99ea58deada2f7
5497,0,it,,0.01,en,": dite alla Pascal di farsi lei un partito pro gay, pro immigrati…",543fa40a9c99ea58deada2fe
5498,0,it,,0.01,co,: si lamenta di chi detta la linea politica in FI..ben svegliato Rafe',543fa40a9c99ea58deada300
5499,0,it,,0.01,en,": Rt “: “: Tweet Storm ottobre No TASI No Patrimoniale, io",544057ec9c99ea2c7be43dce
5500,0,Uncodable,NULL,NULL,NULL,:,544057ec9c99ea2c7be43dd1
5501,0,it,0,0.01,ro,: sosteniamo le primarie con firmando la,544057ed9c99ea2c7be43dda
5502,1,it,,0.01,it,": , e evidenziano gaffe del . ? Scrive per il porto Tara…",544057ed9c99ea2c7be43ddf
5503,0,Uncodable,NULL,NULL,NULL,:,544057ed9c99ea2c7be43de2
5504,0,it,0,0.01,en,: @ raffaele devi stare in forza italia con berlusconi presidente,544057ed9c99ea2c7be43de6
5505,1,it,,0.01,it,: Siamo alle solite: si lamentano fa spot e l'Italia continua ad affondare . …,544057ee9c99ea2c7be43ded
5506,0,Uncodable,NULL,NULL,NULL,:,544057ee9c99ea2c7be43def
5507,0,Uncodable,NULL,NULL,NULL,:,544057ee9c99ea2c7be43df3
5508,0,it,0,0.01,pt,: I miei interventi a su del 14/10/2014. .,544057ee9c99ea2c7be43df5
5509,1,it,,0.01,it,: troppo lungo,544057ee9c99ea2c7be43df8
5510,0,it,,0.01,en,: L' dell'evento è - …,544057ee9c99ea2c7be43df9
5511,0,Uncodable,,0.01,en,: con .,544057ee9c99ea2c7be43dfb
5512,0,Uncodable,,0.01,cs,: Valerio,544057ee9c99ea2c7be43dfc
5513,0,it,,0.01,war,: Presidente provincia di Cosenza Mario Occhiuto,544057ef9c99ea2c7be43dff
5514,1,it,,0.01,it,: sarò …,544057ef9c99ea2c7be43e04
5515,0,Uncodable,NULL,NULL,NULL,:,544057ef9c99ea2c7be43e07
5516,0,Uncodable,NULL,NULL,NULL,:,544057ef9c99ea2c7be43e08
5517,0,it,0,0.01,gl,": . 
Se non si cambia classe d…",544057ef9c99ea2c7be43e0e
5518,1,it,,0.01,it,: Oggi su si parla di,544057ef9c99ea2c7be43e10
5519,0,it,,0.01,en,: Ma per a tempo indeterminato non era un idea di ? …,544057ef9c99ea2c7be43e13
5520,0,it,,0.01,en,: la convince mail inviatale da Ruggeri su Il patto del Nazareno tra e B. : voti…,544057f09c99ea2c7be43e15
5521,0,it,,0.01,en,: invita a confrontarsi e a lottare per le e per una,544057f09c99ea2c7be43e1b
5522,0,it,,0.01,en,: Cerchiamo di far rinascere un centrodestra dal territorio,544057f09c99ea2c7be43e20
5523,0,it,,0.01,en,“: Cerchiamo di far rinascere un centrodestra dal territorio,544057f09c99ea2c7be43e21
5524,0,Uncodable,NULL,NULL,NULL,: ������,5445a34e9c99ea0918b74ecc
5525,1,it,0,0.01,it,: Sapete cosa penso di Renzi Premier?Lui ci mette la faccia il fondo schien…,5445a34f9c99ea0918b74ecf
5526,1,en,,0.01,en,: 2 °Tweet Storm,5445a3509c99ea0918b74ee1
5527,1,it,,0.01,it,": 2 L'hashtag max diffusionex1 à 
Grazie!! htt…",5445a3509c99ea0918b74ee3
5528,1,it,,0.01,it,: da noi# Helio Cabala (Marino),5445a3509c99ea0918b74ee5
5529,1,it,,0.01,it,: “: da noi# Helio Cabala (Marino),5445a3509c99ea0918b74ee6
5530,1,it,,0.01,it,": l'unica cosa è "" r…",5445a3509c99ea0918b74eee
5531,0,Uncodable,NULL,NULL,NULL,,5445a3509c99ea0918b74eef
5532,1,it,0,0.01,it,": : , anche e a per",5445a3519c99ea0918b74ef1
5533,1,it,,0.01,it,": Io sono italiano.
Io sto con Storace",5445a3519c99ea0918b74ef2
5534,0,it,,0.01,en,": ""Centrodestra s'interroga su matrimoni gay"" …",5445a3519c99ea0918b74ef3
5535,0,it,,0.01,en,: a prescindere | …,5445a3519c99ea0918b74ef7
5536,1,it,,0.01,it,: Dalla Base l'impegno per .,5445a3519c99ea0918b74ef9
5537,1,it,,0.01,it,“: Dalla Base l'impegno per .,5445a3519c99ea0918b74efa
5538,1,it,,0.01,it,": Matteo ,chi??!",5445a3519c99ea0918b74efb
5539,0,Uncodable,NULL,NULL,NULL,:,5445a3529c99ea0918b74f02
5540,1,it,0,0.01,it,: il partito e' statico! …,5445a3529c99ea0918b74f03
5541,0,Uncodable,NULL,NULL,NULL,:,5445a3539c99ea0918b74f0f
5542,0,Uncodable,NULL,NULL,NULL,:,5445a3539c99ea0918b74f12
5543,0,Uncodable,NULL,NULL,NULL,:,5445a3539c99ea0918b74f14
5544,0,Uncodable,NULL,NULL,NULL,:,5445a3539c99ea0918b74f15
5545,0,Uncodable,NULL,NULL,NULL,:,5445a3539c99ea0918b74f16
5546,0,Uncodable,NULL,NULL,NULL,:,5445a3549c99ea0918b74f17
5547,0,Uncodable,NULL,NULL,NULL,:,5445a3549c99ea0918b74f18
5548,0,it,0,0.01,en,: invasione Nn fermeranno htt…,5445a3549c99ea0918b74f1a
5549,1,it,,0.01,it,": , anche e a per …",5445a3549c99ea0918b74f23
5550,1,it,,0.01,it,": , anche e a per",5445a3549c99ea0918b74f26
5551,0,Uncodable,,0.01,en,": , l' di",5445a3549c99ea0918b74f27
5552,0,it,,0.01,ia,": , a si incontrano le diverse anime del cdx",5445a3559c99ea0918b74f28
5553,0,Uncodable,NULL,NULL,NULL,: …,5445a3559c99ea0918b74f2a
5554,1,it,0,0.01,it,: presidente sarà…,5445a3559c99ea0918b74f2d
5555,0,it,,0.01,co,: : 46 giorni di fango. Svegliati,5445a3559c99ea0918b74f31
5556,0,it,,0.01,co,“: : 46 giorni di fango. Svegliati,5445a3559c99ea0918b74f32
5557,1,ro,,0.01,ro,: da noi,5445a3559c99ea0918b74f38
5558,1,it,,0.01,it,: Ci siamo: …,5445a3569c99ea0918b74f3a
5559,1,it,,0.01,it,: E ABBANDONIAMO I PERSONALISMI,5445a3569c99ea0918b74f3e
5560,0,Uncodable,NULL,NULL,NULL,: …,5445a3569c99ea0918b74f45
5561,0,it,0,0.01,rm,“: Scossa al centrodestra,5445a3569c99ea0918b74f46
5562,0,it,,0.01,no,: E neppure sos…,5445a3579c99ea0918b74f4b
5563,1,it,,0.01,it,“: Arrivati in aula anche e .,5445a3579c99ea0918b74f59
5564,1,it,,0.01,it,: Arrivati in aula anche e .,5445a3589c99ea0918b74f5a
5565,1,it,,0.01,it,: prove tecniche di dialogo Forza Italia-Ncd qui al Filologico di Milano con in prima fila,5445a3589c99ea0918b74f5e
5566,0,Uncodable,NULL,NULL,NULL,: 2.0 ��,5445a3589c99ea0918b74f68
5567,0,it,0,0.01,en,: con interverrà in tarda mattinata Sab 18 a MI a (V. Clerici 10) …,5445a3599c99ea0918b74f76
5568,1,it,,0.01,it,: Grande attesa x domani …,5445a35a9c99ea0918b74f80
5569,0,es,,0.01,en,: Viva la liberale,5445a35a9c99ea0918b74f85
5570,0,it,,0.01,en,: protagonista di un evento importante per la,5445a35b9c99ea0918b74f8c
5571,0,it,,0.01,en,: a uniti per l…,5445a35b9c99ea0918b74f8d
5572,0,it,,0.01,en,: per una protagonista …,5445a35b9c99ea0918b74f8e
5573,1,it,,0.01,it,": Di - , incalza e il ministro firma il decreto …",5446de8c9c99ea1eb3eaf390
5574,1,it,,0.01,it,: - È uno spreco e un'ingiustizia.,54478d779c99ea6d4c252710
5575,1,it,,0.01,it,: Lo diciamo da mesi!,54478d779c99ea6d4c252711
5576,1,it,,0.01,it,": Dare il bonus bebe' a chi guadagna 90 mila euro e' una gran fesseria, caro Renzi | …",54478d779c99ea6d4c252713
5577,0,Uncodable,NULL,NULL,NULL,: …,54478d789c99ea6d4c252719
5578,0,it,0,0.01,mt,: BENE! Il regolamento CONGRESSI su fb …,54478d789c99ea6d4c25271f
5579,0,Uncodable,NULL,NULL,NULL,:,54478d789c99ea6d4c252721
5580,0,Uncodable,NULL,NULL,NULL,: @…,54478d799c99ea6d4c25272b
5581,0,Uncodable,NULL,NULL,NULL,: …,54478d799c99ea6d4c25272f
5582,0,Uncodable,NULL,NULL,NULL,:,54478d799c99ea6d4c252733
5583,0,it,0,0.01,en,": int. a «BASTA IPOCRISIE, IN FI CI SIA CONFRONTO»
pag. 7",54611e919c99ea193d5e2896
5584,0,Uncodable,NULL,NULL,NULL,: .,54611e919c99ea193d5e2897
5585,0,it,0,0.01,pt,": ORA FRENA: DECIDO CON IL PAITO
pag. 6 
…",54611e929c99ea193d5e2899
5586,0,Uncodable,NULL,NULL,NULL,:,54611e929c99ea193d5e289c
5587,0,Uncodable,0,0.01,en,: ì @…,54611e929c99ea193d5e28a0
5588,1,it,,0.01,it,": .Aspirine non bastano,in emendam presentati con e tanti parlamentari c'è terapia d'urto…",54611e929c99ea193d5e28a3
5589,0,Uncodable,NULL,NULL,NULL,:,54611e929c99ea193d5e28a8
5590,1,it,0,0.01,it,: ai vertici Nazionali..,54611e939c99ea193d5e28ac
5591,1,it,,0.01,it,: noi militanti e' da tempo che ci…,54611e939c99ea193d5e28ae
5592,1,it,,0.01,it,: finalmente ci siamo capiti..,54611e939c99ea193d5e28af
5593,0,it,,0.01,gl,: Forza Raffaele ! FORZA SILVIO !!!,54611e939c99ea193d5e28b0
5594,0,Uncodable,,0.01,en,: “: a,54611e939c99ea193d5e28b1
5595,1,it,,0.01,it,: e parlare sola ad…,54611e939c99ea193d5e28b4
5596,1,it,,0.01,it,: Infatti.,54611e939c99ea193d5e28bc
5597,0,Uncodable,,0.01,en,: “: a,54611e939c99ea193d5e28bd
5598,0,Uncodable,,0.01,en,“: “: a,54611e949c99ea193d5e28be
5599,0,Uncodable,,0.01,mg,: “: Andrea Barbagli,54611e949c99ea193d5e28bf
5600,0,it,,0.01,en,: “: Guido Amoruso Manzari,54611e949c99ea193d5e28c0
5601,0,Uncodable,NULL,NULL,NULL,“: “:,54611e949c99ea193d5e28c1
5602,0,Uncodable,0,0.01,mt,: “: Juri Fanini,54611e949c99ea193d5e28c2
5603,0,it,,0.01,en,: ridateci un centrodestra decente per favore...,54611e949c99ea193d5e28c4
5604,0,it,,0.01,ms,: ���� 25°anniversario ���� ~Roma~ ����,54611e959c99ea193d5e28d0
5605,0,it,,0.01,ms,“: ���� 25°anniversario ���� ~Roma~ ����,54611e959c99ea193d5e28d1
5606,0,it,,0.01,ms,: ���� 25°anniversario ���� ~Roma~ ����,54611e959c99ea193d5e28d2
5607,0,it,,0.01,ms,: ���� 25°anniversario ���� ~Roma~ ����,54611e959c99ea193d5e28d3
5608,0,Uncodable,NULL,NULL,NULL,:,54611e959c99ea193d5e28d5
5609,0,it,0,0.01,en,": Fitto,Cavconvochi organi dirigenti",54611e959c99ea193d5e28da
5610,0,it,,0.01,en,: Al Colle …,54611e959c99ea193d5e28db
5611,1,it,,0.01,it,: Già...,54611e959c99ea193d5e28e0
5612,1,it,,0.01,it,: piace,54611e969c99ea193d5e28e8
5613,0,Uncodable,NULL,NULL,NULL,:,54611e969c99ea193d5e28e9
5614,1,it,0,0.01,it,": 
Il di",54611e969c99ea193d5e28ea
5615,1,it,,0.01,it,": : 
Il di",54611e969c99ea193d5e28eb
5616,1,it,,0.01,it,": e' bello, ma il logo Ppe stona",54611e969c99ea193d5e28ec
5617,1,it,,0.01,it,: tanta gente un nuovo entusiasmo,54611e969c99ea193d5e28ef
5618,1,it,,0.01,it,“: tanta gente un nuovo entusiasmo,54611e969c99ea193d5e28f0
5619,0,it,,0.01,en,", per guardare al futuro – VIDEO",54611e969c99ea193d5e28f1
5620,1,it,,0.01,it,: la tua politica e spiccatamente di respiro democratico auguro per il bene dei moderati di vincerla su Berlusco…,54611e979c99ea193d5e28f5
5621,0,it,,0.01,en,": A rendo merito la caparbia volontà di lottare all'interno quando, altri, ne avrebbero fondati al…",54611e979c99ea193d5e2900
5622,0,Uncodable,,0.01,en,a,54611e979c99ea193d5e2901
5623,0,Uncodable,,0.01,mg,Andrea Barbagli,54611e989c99ea193d5e2906
5624,0,it,,0.01,en,Guido Amoruso Manzari,54611e989c99ea193d5e2908
5625,0,Uncodable,NULL,NULL,NULL,,54611e989c99ea193d5e2909
5626,0,Uncodable,0,0.01,mt,Juri Fanini,54611e989c99ea193d5e290a
5627,0,Uncodable,NULL,NULL,NULL,,54611e989c99ea193d5e290b
5628,0,Uncodable,NULL,NULL,NULL,,54611e989c99ea193d5e290c
5629,0,Uncodable,NULL,NULL,NULL,: “:,54611e989c99ea193d5e2910
5630,0,Uncodable,NULL,NULL,NULL,: “:,54611e989c99ea193d5e2912
5631,1,it,0,0.01,it,": Non so quanto valida sia la formula di Riunire,forse Rifondare, ma vale se si parla di un …",54611e989c99ea193d5e2917
5632,1,it,,0.01,it,: Avanti così! Vol…,54611e999c99ea193d5e291d
5633,0,Uncodable,NULL,NULL,NULL,,54611e999c99ea193d5e2920
5634,0,it,0,0.01,no,: basta con i comunisti! …,54611e999c99ea193d5e2923
5635,0,Uncodable,NULL,NULL,NULL,“:,54611e999c99ea193d5e292a
5636,0,it,0,0.01,jw,: Ora a con,54611e9a9c99ea193d5e292b
5637,0,Uncodable,,0.01,en,“: à,54611e9a9c99ea193d5e292d
5638,0,it,,0.01,en,"- L'economia reale in tempo di crisi: , Hotel Palace alle ore 18:30",54611e9a9c99ea193d5e2932
5639,0,Uncodable,,0.01,en,: tempo al tempo,54611e9b9c99ea193d5e2945
5640,0,it,,0.01,en,: complimenti,54611e9b9c99ea193d5e2947
5641,1,it,,0.01,it,Proposte per cambiare à,54611e9c9c99ea193d5e2956
5642,0,Uncodable,NULL,NULL,NULL,": , , , , ,",5474694a9c99ea3595c380f0
5643,1,it,0,0.01,it,: ha ragione Fitto!,5474694a9c99ea3595c380f1
5644,1,it,,0.01,it,: ora o mai più.,5474694a9c99ea3595c380f2
5645,0,it,,0.01,co,": Vero,ma esiste chi la leaderschip la conquista…",5474694a9c99ea3595c380f6
5646,0,it,,0.01,la,": “: Basta nomine, basta gruppi autoreferenziali, basta politica ambigua",5474694a9c99ea3595c380f9
5647,1,it,,0.01,it,: “: deve se vuole recuperare milioni di elettori persi E…,5474694a9c99ea3595c380fa
5648,0,it,,0.01,en,: Cav convoca vertici Fi. Tentato da redde rationem con Fitto,5474694b9c99ea3595c38105
5649,1,it,,0.01,it,: non siete più credibili.,5474694b9c99ea3595c38111
5650,0,it,,0.01,mt,: 1)Ridare credibilità e vigore ad una linea politica altalenante e sottomessa,5474694c9c99ea3595c38112
5651,0,it,,0.01,en,": mi pare sia stata appena rifondata, ma pessimo risultato. No democracy no party...",5474694c9c99ea3595c38116
5652,1,it,,0.01,it,: grazie!,5474694c9c99ea3595c3811d
5653,1,it,,0.01,it,: comela + intervengono + riusciamo a recuperare elettori …,5474694c9c99ea3595c3811e
5654,0,Uncodable,NULL,NULL,NULL,:,5474694d9c99ea3595c38129
5655,0,it,0,0.01,en,: Alessio Zanon (Forza Italia): Piccola analisi post Voto,5474694d9c99ea3595c3812c
5656,0,it,,0.01,la,"Basta nomine, basta gruppi autoreferenziali, basta politica ambigua",5474694d9c99ea3595c3812f
5657,1,it,,0.01,it,deve se vuole recuperare milioni di elettori persi,5474694d9c99ea3595c38130
5658,0,it,,0.01,co,": ìSicilia e democrazia interna ai partiti,coordinatori eletti o nominati?",5474694d9c99ea3595c38135
5659,0,it,,0.01,en,: : pronto per la 1^ tappa de -,5474694e9c99ea3595c3813e
5660,0,Uncodable,NULL,NULL,NULL,:,5474694e9c99ea3595c38143
5661,0,Uncodable,0,0.01,en,"!
Con",5474694e9c99ea3595c38146
5662,1,it,,0.01,it,": “ ”, il 27 novembre a per parlare di e -",5474694e9c99ea3595c38147
5663,0,it,,0.01,en,: e se ne parla a con …,5474694e9c99ea3595c38148
5664,0,Uncodable,NULL,NULL,NULL,:,5474694f9c99ea3595c3815a
5665,0,Uncodable,NULL,NULL,NULL,“:,5474694f9c99ea3595c3815b
5666,0,it,0,0.01,en,"Si al sogno europeo, No alla gabbia dell'austerità - video",5474694f9c99ea3595c3815d
5667,0,it,,0.01,en,: Bravo!,5474694f9c99ea3595c38164
5668,1,it,,0.01,it,: bravo fitto Quella è la giusta strada con chiarezza e coerenza,5474694f9c99ea3595c38166
5669,0,it,,0.01,pt,": Di - , : ""La del è un grande bluff""",5474694f9c99ea3595c38167
5670,0,it,,0.01,pt,": , : ""La del è un grande bluff""",547469509c99ea3595c3816a
5671,0,it,,0.01,co,: Forza Italia uniti per la vittoria,547469509c99ea3595c38174
5672,1,it,,0.01,it,: ��������. Avanti con idee e rinnovamento e fuori e,547469519c99ea3595c38180
5673,0,Uncodable,NULL,NULL,NULL,: !,547469519c99ea3595c38181
5674,0,it,0,0.01,la,: La politica tra la gente. FI ad Acri con,547469519c99ea3595c38186
5675,0,it,,0.01,la,“: La politica tra la gente. FI ad Acri con,547469519c99ea3595c38187
5676,0,it,,0.01,en,: individuiamo immediatamente i candidati con …,547469519c99ea3595c38189
5677,1,it,,0.01,it,: Insieme a e,547469519c99ea3595c3818d
5678,1,it,,0.01,it,“: Insieme a e,547469519c99ea3595c3818e
5679,1,it,,0.01,it,: “: Insieme a e,547469519c99ea3595c3818f
5680,0,it,,0.01,en,: con per,547469519c99ea3595c38190
5681,0,it,,0.01,en,“: on_MarioMagno per,547469519c99ea3595c38191
5682,1,it,,0.01,it,- Cinema Teatro Nuovo,547469529c99ea3595c38194
5683,1,it,,0.01,it,: “: molto…,547469529c99ea3595c38198
5684,0,it,,0.01,en,: meglio fare le ospitate dalla barbara d'urso,547469529c99ea3595c38199
5685,0,Uncodable,NULL,NULL,NULL,:,547469529c99ea3595c3819b
5686,0,it,0,0.01,en,: Svolta anti euro per Forza Italia? Di Bruno Guarini,547469529c99ea3595c381a1
5687,1,it,,0.01,it,": Berlusconi ricoverato al San Raffaele, sarà curato da un oftalmologo di Maglie (): No, non si tratta di San …",547469529c99ea3595c381a4
5688,0,Uncodable,NULL,NULL,NULL,: …,547469529c99ea3595c381a5
5689,0,it,0,0.01,id,: er de' noantri! …,547469539c99ea3595c381a8
5690,1,it,,0.01,it,: speriamo bene,547469539c99ea3595c381aa
5691,0,it,,0.01,en,: Fronte …,547469539c99ea3595c381ae
5692,0,it,,0.01,sw,: solo i comunisti votano renzi quelli normali non lo votano,547469539c99ea3595c381b3
5693,0,it,,0.01,ms,: Sabato torna,548193a09c99ea2f7a419482
5694,1,it,,0.01,it,": 2014, e a , teatro Traetta,per parlare di futuro.",548193a09c99ea2f7a419483
5695,0,it,,0.01,lb,": Torna a . Focus sull’ del futuro, con e",548193a09c99ea2f7a419484
5696,1,it,,0.01,it,": : incontro Berlusconi- , ""positivo ma interlocutorio"". Sabato l'eurodeputato a Taranto",548193a09c99ea2f7a419486
5697,0,it,,0.01,en,": renzi commissaria PD romano, la Meloni, MUTA?",548193a19c99ea2f7a419489
5698,1,it,,0.01,it,": 2014, Fitto e Gasparri a Bitonto per parlare del futuro …",548193a19c99ea2f7a41948e
5699,1,it,,0.01,it,": 2014, Fitto e Gasparri a Bitonto per parlare del futuro @…",548193a19c99ea2f7a41948f
5700,1,it,,0.01,it,": 2014, Fitto e Gasparri a Bitonto per parlare del futuro …",548193a19c99ea2f7a419490
5701,1,it,,0.01,it,": 2014, Fitto e Gasparri a Bitonto per parlare del futuro …",548193a19c99ea2f7a419491
5702,1,it,,0.01,it,": 2014, Fitto e Gasparri a Bitonto per parlare del futuro …",548193a19c99ea2f7a419492
