right_left,twitter_handle,born,total_screen_name_replies,GDP_per_capita_PPS_2013,total_retweets,WEF_Global_IT_score_2014,Press_freedom_2014,twitter_birthday,total_status_id_replies,native_lang,european_party,days_served,Median_age_2014,nationality,share_2009-share_2014,total_tweets,name,gender,Electoral_system,internal_cohesion_score_2009-2014,total_favorites
1,GuyVerhofstadt,1953-04-11 00:00:00,8,119,41,5.06,12.8,2012-10-01,6,nl,Group of the Alliance of Liberals and Democrats for Europe,1813,43.1,Belgium,-0.65,155,Guy VERHOFSTADT,male,1,11.5,1242
0,,1962-06-13 00:00:00,0,66,0,4.32,26.73,,0,hu,Group of the European People's Party (Christian Democrats),0,41.1,Hungary,-0.22,0,György HÖLVÉNYI,male,0,7.5,0
0,schopflinMEP,1939-11-24 00:00:00,129,66,60,4.32,26.73,2014-04-15,129,hu,Group of the European People's Party (Christian Democrats),3633,41.1,Hungary,2.16,237,György SCHÖPFLIN,male,0,7.5,121
0,Hans_Jansen,1942-11-17 00:00:00,334,131,764,5.79,6.46,2010-01-13,332,nl,Non-attached Members,0,42.1,Netherlands,0.62,1115,Hans JANSEN,male,1,,20
0,HansOlafHenkel,1940-03-14 00:00:00,1,122,0,5.5,10.23,2011-09-24,1,de,European Conservatives and Reformists Group,0,46.1,Germany,-7.29,3,Hans-Olaf HENKEL,male,0,13.5,53
0,vilimsky,1966-07-22 00:00:00,33,128,93,5.26,10.01,2011-05-22,33,de,Non-attached Members,0,44.3,Austria,-10.46,588,Harald VILIMSKY,male,1,,357
1,HeidiHautala,1955-11-14 00:00:00,49,113,327,6.04,6.4,2009-10-24,41,fi,Group of the Greens/European Free Alliance,3712,43.2,Finland,7.69,497,Heidi HAUTALA,female,1,5.5,766
0,,1950-06-29 00:00:00,0,128,0,5.26,10.01,,0,de,Group of the European People's Party (Christian Democrats),1187,44.3,Austria,7.52,0,Heinz K. BECKER,male,1,7.5,0
0,StevensHelga,1968-08-09 00:00:00,19,119,18,5.06,12.8,2012-06-09,9,nl,European Conservatives and Reformists Group,0,43.1,Belgium,-14.5,141,Helga STEVENS,female,1,13.5,76
1,HelgaTruepel,1958-07-21 00:00:00,5,122,1,5.5,10.23,2008-09-18,3,de,Group of the Greens/European Free Alliance,3633,46.1,Germany,2.68,120,Helga TRÜPEL,female,0,5.5,61
1,,1954-06-21 00:00:00,0,122,0,5.5,10.23,,0,de,Confederal Group of the European United Left - Nordic Green Left,1813,46.1,Germany,0.79,0,Helmut SCHOLZ,male,0,20.5,0
0,HennaVirkkunen,1972-06-04 00:00:00,48,113,161,6.04,6.4,2009-09-07,44,fi,Group of the European People's Party (Christian Democrats),0,43.2,Finland,0,386,Henna VIRKKUNEN,female,1,7.5,556
0,HerbertDorfmann,1969-03-04 00:00:00,0,99,1,4.18,23.75,2012-01-31,0,it,Group of the European People's Party (Christian Democrats),1813,44.5,Italy,0.02,1,Herbert DORFMANN,male,1,7.5,0
0,hreul,1952-08-31 00:00:00,1,122,0,5.5,10.23,2009-05-06,1,de,Group of the European People's Party (Christian Democrats),3633,46.1,Germany,4.14,3,Herbert REUL,male,0,7.5,2
0,,1963-04-22 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),1813,46.1,Germany,4.14,0,Hermann WINKLER,male,0,7.5,0
1,,1975-04-12 00:00:00,0,119,0,5.06,12.8,,0,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,43.1,Belgium,-0.65,0,Hugues BAYET,male,1,8.5,0
0,IanDuncanMEP,1973-02-13 00:00:00,188,109,498,5.54,19.93,2013-03-25,148,en,European Conservatives and Reformists Group,0,40.4,United Kingdom,8.69,1035,Ian DUNCAN,male,0,13.5,999
1,hudghtonmepSNP,1951-09-19 00:00:00,0,109,119,5.54,19.93,2011-05-31,0,en,Group of the Greens/European Free Alliance,5692,40.4,United Kingdom,0.04,123,Ian HUDGHTON,male,0,5.5,1
0,Igna84,1984-01-14 00:00:00,85,99,52,4.18,23.75,2010-05-13,84,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,528,Ignazio CORRAO,male,1,51.5,817
1,,1964-08-22 00:00:00,0,82,0,4.6,20.38,,0,sl,Group of the Greens/European Free Alliance,0,43.5,Slovenia,-12.5,0,Igor ŠOLTES,male,1,5.5,0
0,,1962-05-02 00:00:00,0,66,0,4.32,26.73,,0,hu,Group of the European People's Party (Christian Democrats),1490,41.1,Hungary,2.16,0,Ildikó GÁLL-PELCZ,female,0,7.5,0
1,ilhankyuchyuk,1985-09-16 00:00:00,9,45,4,3.96,31.42,2014-04-03,0,bg,Group of the Alliance of Liberals and Democrats for Europe,0,42.6,Bulgaria,-5.88,58,Ilhan KYUCHYUK,male,1,11.5,19
1,IIotova,1964-10-24 00:00:00,0,45,0,3.96,31.42,2012-03-19,0,bg,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2582,42.6,Bulgaria,0,13,Iliana IOTOVA,female,1,8.5,0
1,indrektarand,1964-02-03 00:00:00,0,73,1,5.27,9.63,2009-04-23,0,et,Group of the Greens/European Free Alliance,1813,41.2,Estonia,16.67,3,Indrek TARAND,male,1,5.5,4
1,IAyalaSender,1957-03-28 00:00:00,71,94,1891,4.69,20.63,2014-04-01,54,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3633,41.6,Spain,10.37,2084,Inés AYALA SENDER,female,0,8.5,130
1,,1980-03-11 00:00:00,0,79,0,4.73,17.73,,0,pt,Confederal Group of the European United Left - Nordic Green Left,895,41.1,Portugal,-0.43,0,Inês Cristina ZUBER,female,0,20.5,0
0,inge_graessle,1961-03-02 00:00:00,7,122,84,5.5,10.23,2011-12-05,5,de,Group of the European People's Party (Christian Democrats),3633,46.1,Germany,4.14,124,Ingeborg GRÄSSLE,female,0,7.5,20
1,RodriguezPinero,1958-01-07 00:00:00,237,94,308,4.69,20.63,2011-09-29,225,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.6,Spain,10.37,715,Inmaculada RODRÍGUEZ-PIÑERO FERNÁNDEZ,female,0,8.5,566
1,ioanmirceapascu,1949-02-17 00:00:00,0,55,0,3.95,23.48,2009-03-17,0,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2738,39.8,Romania,-7.2,0,Ioan Mircea PAŞCU,male,0,8.5,0
1,,1976-01-07 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,39.8,Romania,-7.2,0,Ionel-Sorin MOISĂ,male,0,8.5,0
1,Josu_Juaristi,1964-03-04 00:00:00,9,94,30,4.69,20.63,2014-02-02,1,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-1.85,203,Iosu JUARISTI ABAUNZ,male,0,20.5,361
1,IratxeGarper,1974-10-07 00:00:00,25,94,180,4.69,20.63,2012-10-23,23,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3633,41.6,Spain,10.37,281,Iratxe GARCÍA PÉREZ,female,0,8.5,602
1,,1963-06-29 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,46.1,Germany,-4.89,0,Iris HOFFMANN,female,0,8.5,0
0,Isa_Adinolfi,1978-03-27 00:00:00,16,99,117,4.18,23.75,2013-11-14,6,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,275,Isabella ADINOLFI,female,1,51.5,388
1,IsabellaDeMonte,1971-06-23 00:00:00,13,99,57,4.18,23.75,2013-06-12,10,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,198,Isabella DE MONTE,female,1,8.5,196
1,IsabellaLovin,1963-02-03 00:00:00,8,127,234,5.93,8.98,2010-03-03,6,sv,Group of the Greens/European Free Alliance,1813,41.2,Sweden,-8.89,325,Isabella LÖVIN,female,1,5.5,548
1,Isabel_thomasEU,1961-11-26 00:00:00,9,107,39,5.09,21.89,2013-06-17,4,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,776,40.9,France,3.23,91,Isabelle THOMAS,female,0,8.5,77
1,,1957-09-07 00:00:00,0,45,0,3.96,31.42,,0,bg,Group of the Alliance of Liberals and Democrats for Europe,0,42.6,Bulgaria,-5.88,0,Iskra MIHAYLOVA,female,1,11.5,0
1,IsmailErtug,1975-12-05 00:00:00,26,122,46,5.5,10.23,2012-05-12,26,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,46.1,Germany,-4.89,136,Ismail ERTUG,male,0,8.5,57
1,,1975-02-28 00:00:00,0,66,0,4.32,26.73,,0,hu,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.1,Hungary,8.66,0,István UJHELYI,male,0,8.5,0
0,,1964-03-14 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the European People's Party (Christian Democrats),2395,39.8,Romania,5.97,0,Iuliu WINKLER,male,0,7.5,0
1,IvanJakovcic,1957-11-15 00:00:00,2,61,0,4.34,26.82,2013-02-04,2,hr,Group of the Alliance of Liberals and Democrats for Europe,0,42.1,Croatia,-9.09,7,Ivan JAKOVČIĆ,male,1,11.5,4
0,IvanStefanec,1961-09-30 00:00:00,1,75,11,4.12,11.39,2014-04-04,0,sk,Group of the European People's Party (Christian Democrats),0,39.2,Slovakia,0,31,Ivan ŠTEFANEC,male,1,7.5,7
0,MaleticIvana,1973-10-12 00:00:00,0,61,1,4.34,26.82,2013-07-03,0,hr,Group of the European People's Party (Christian Democrats),365,42.1,Croatia,13.64,1,Ivana MALETIĆ,female,1,7.5,0
0,IvetaGrigule,1964-09-30 00:00:00,0,64,1,4.58,21.1,2011-07-01,0,lv,Europe of freedom and direct democracy Group,0,41.4,Latvia,-12.5,3,Iveta GRIGULE,female,1,51.5,0
0,IvoBelet,1959-06-07 00:00:00,5,119,23,5.06,12.8,2009-03-14,5,nl,Group of the European People's Party (Christian Democrats),3633,43.1,Belgium,4.11,86,Ivo BELET,male,1,7.5,123
1,ivajgl,1943-03-03 00:00:00,4,82,11,4.6,20.38,2013-01-11,4,sl,Group of the Alliance of Liberals and Democrats for Europe,1813,43.5,Slovenia,-12.5,23,Ivo VAJGL,male,1,11.5,35
1,IzaskunbilbaoB,1961-03-27 00:00:00,54,94,379,4.69,20.63,2013-09-16,37,es,Group of the Alliance of Liberals and Democrats for Europe,1813,41.6,Spain,-1.85,642,Izaskun BILBAO BARANDICA,female,0,11.5,605
0,JSaryuszWolski,1948-09-19 00:00:00,115,67,1279,4.24,11.03,2013-06-05,113,pl,Group of the European People's Party (Christian Democrats),3633,39.5,Poland,14.71,1959,Jacek SARYUSZ-WOLSKI,male,1,7.5,3511
0,jfostermep,1947-12-30 00:00:00,2,109,0,5.54,19.93,2009-06-18,0,en,European Conservatives and Reformists Group,3639,40.4,United Kingdom,8.69,111,Jacqueline FOSTER,female,0,13.5,55
0,j_wisniewska,1963-07-02 00:00:00,5,67,1,4.24,11.03,2011-02-22,5,pl,European Conservatives and Reformists Group,0,39.5,Poland,-3.33,116,Jadwiga WIŚNIEWSKA,female,1,13.5,119
1,,1970-03-04 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,46.1,Germany,-4.89,0,Jakob von WEIZSÄCKER,male,0,8.5,0
0,JamesJimCarver,1969-08-15 00:00:00,49,109,121,5.54,19.93,2012-11-16,40,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,308,James CARVER,male,0,51.5,518
0,JNicholsonMEP,1945-01-29 00:00:00,10,109,40,5.54,19.93,2012-09-20,3,en,European Conservatives and Reformists Group,9107,40.4,United Kingdom,0.02,129,James NICHOLSON,male,0,13.5,61
1,jhuitema,1984-07-05 00:00:00,19,131,101,5.79,6.46,2010-05-18,17,nl,Group of the Alliance of Liberals and Democrats for Europe,0,42.1,Netherlands,0.46,201,Jan HUITEMA,male,1,11.5,148
1,,1955-01-23 00:00:00,0,82,0,4.49,10.07,,0,cs,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.9,Czech Republic,12.77,0,Jan KELLER,male,1,8.5,0
0,JanOlbrycht,1952-09-21 00:00:00,5,67,27,4.24,11.03,2012-07-06,4,pl,Group of the European People's Party (Christian Democrats),3633,39.5,Poland,14.71,91,Jan Marian OLBRYCHT,male,1,7.5,51
1,JanAlbrecht,1982-12-20 00:00:00,155,122,1152,5.5,10.23,2008-11-03,128,de,Group of the Greens/European Free Alliance,1813,46.1,Germany,2.68,1529,Jan Philipp ALBRECHT,male,0,5.5,1319
0,ZahradilJan,1963-03-20 00:00:00,8,82,6,4.49,10.07,2013-09-17,2,cs,European Conservatives and Reformists Group,3713,40.9,Czech Republic,31.39,78,Jan ZAHRADIL,male,1,13.5,141
0,Jana_Zitnanska,1974-05-14 00:00:00,0,75,0,4.12,11.39,2011-11-07,0,sk,European Conservatives and Reformists Group,0,39.2,Slovakia,-7.69,0,Jana ŽITŇANSKÁ,female,1,13.5,0
0,Jane4ukip,1962-02-17 00:00:00,3,109,12,5.54,19.93,2010-04-16,3,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,18,Jane COLLINS,female,0,51.5,15
0,JaniceUKIP,1962-08-31 00:00:00,201,109,168,5.54,19.93,2010-01-29,180,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,507,Janice ATKINSON,female,0,51.5,898
0,korwinmikke,1942-10-27 00:00:00,0,67,0,4.24,11.03,2010-05-10,0,pl,Non-attached Members,0,39.5,Poland,-7.84,0,Janusz KORWIN-MIKKE,male,1,,0
0,J_Lewandowski,1951-06-13 00:00:00,0,67,0,4.24,11.03,2010-05-20,0,pl,Group of the European People's Party (Christian Democrats),2110,39.5,Poland,14.71,37,Janusz LEWANDOWSKI,male,1,7.5,210
1,JanuszZemke,1949-02-24 00:00:00,0,67,0,4.24,11.03,2014-04-22,0,pl,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,39.5,Poland,2.2,0,Janusz Władysław ZEMKE,male,1,8.5,0
0,jwojc,1954-12-06 00:00:00,0,67,0,4.24,11.03,2010-09-19,0,pl,European Conservatives and Reformists Group,3713,39.5,Poland,-3.33,0,Janusz WOJCIECHOWSKI,male,1,13.5,0
0,JaroDinoStetina,1943-04-06 00:00:00,0,82,9,4.49,10.07,2014-07-25,0,cs,Group of the European People's Party (Christian Democrats),0,40.9,Czech Republic,-19.05,88,Jaromír ŠTĚTINA,male,1,7.5,487
0,,1962-04-12 00:00:00,0,67,0,4.24,11.03,,0,pl,Group of the European People's Party (Christian Democrats),1813,39.5,Poland,-1.84,0,Jarosław KALINOWSKI,male,1,7.5,0
0,WalesaMEP,1976-09-13 00:00:00,65,67,15,4.24,11.03,2014-01-15,65,pl,Group of the European People's Party (Christian Democrats),1813,39.5,Poland,14.71,154,Jarosław Leszek WAŁĘSA,male,1,7.5,124
1,fjavilopez,1985-11-11 00:00:00,49,94,75,4.69,20.63,2010-06-08,49,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.6,Spain,0.15,320,Javi LÓPEZ,male,0,8.5,496
1,Caninator,1968-11-08 00:00:00,205,94,1126,4.69,20.63,2011-02-12,205,es,Confederal Group of the European United Left - Nordic Green Left,0,41.6,Spain,-5.41,1425,Javier COUSO PERMUY,male,0,20.5,4104
1,JavierNart,1947-08-19 00:00:00,12,94,42,4.69,20.63,2014-04-05,12,es,Group of the Alliance of Liberals and Democrats for Europe,0,41.6,Spain,-3.7,108,Javier NART,male,0,11.5,2140
1,JeanArthuis,1944-10-07 00:00:00,7,107,20,5.09,21.89,2010-01-31,4,fr,Group of the Alliance of Liberals and Democrats for Europe,0,40.9,France,-1.13,226,Jean ARTHUIS,male,0,11.5,650
1,GreenJeanMEP,1950-06-01 00:00:00,15,109,313,5.54,19.93,2011-09-26,10,en,Group of the Greens/European Free Alliance,5460,40.4,United Kingdom,-1.33,379,Jean LAMBERT,female,0,5.5,356
0,,1957-05-23 00:00:00,0,107,0,5.09,21.89,,0,fr,Non-attached Members,0,40.9,France,-24.21,0,Jean-François JALKH,male,0,,0
1,JLMelenchon,1951-08-19 00:00:00,1,107,83,5.09,21.89,2009-10-08,1,fr,Confederal Group of the European United Left - Nordic Green Left,1813,40.9,France,1.5,271,Jean-Luc MÉLENCHON,male,0,20.5,4625
0,JLSchaffhauser,1955-12-17 00:00:00,0,107,0,5.09,21.89,2014-07-09,0,fr,Non-attached Members,0,40.9,France,-1.35,0,Jean-Luc SCHAFFHAUSER,male,0,,0
1,JeanMarieCAVADA,1940-02-24 00:00:00,14,107,54,5.09,21.89,2011-09-23,10,fr,Group of the Alliance of Liberals and Democrats for Europe,3633,40.9,France,-1.13,174,Jean-Marie CAVADA,male,0,11.5,215
0,lepenjm,1928-06-20 00:00:00,0,107,0,5.09,21.89,2013-02-21,0,fr,Non-attached Members,10467,40.9,France,-24.21,7,Jean-Marie LE PEN,male,0,,347
1,jpdenanot,1944-04-24 00:00:00,2,107,22,5.09,21.89,2010-01-19,1,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,280,40.9,France,3.23,65,Jean-Paul DENANOT,male,0,8.5,17
1,EuropaJens,1961-06-22 00:00:00,102,122,1088,5.5,10.23,2009-04-29,97,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,46.1,Germany,-4.89,1396,Jens GEIER,male,0,8.5,202
0,,1971-05-18 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),0,46.1,Germany,4.14,0,Jens GIESEKE,male,0,7.5,0
1,jensni,1948-09-25 00:00:00,22,127,135,5.93,8.98,2009-03-22,22,sv,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,943,41.2,Sweden,2.78,219,Jens NILSSON,male,1,8.5,57
1,rohde_jens,1970-04-18 00:00:00,1,124,7,5.5,7.43,2013-12-17,1,da,Group of the Alliance of Liberals and Democrats for Europe,1813,41.6,Denmark,7.69,12,Jens ROHDE,male,1,11.5,10
1,JeppeKofod,1974-03-14 00:00:00,36,124,32,5.5,7.43,2009-03-17,24,da,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.6,Denmark,7.69,168,Jeppe KOFOD,male,1,8.5,247
0,jeroen_lenaers,1984-04-29 00:00:00,53,131,144,5.79,6.46,2011-10-28,52,nl,Group of the European People's Party (Christian Democrats),0,42.1,Netherlands,0.77,321,Jeroen LENAERS,male,1,7.5,74
0,jlavrilleux,1969-09-19 00:00:00,0,107,0,5.09,21.89,2013-09-24,0,fr,Group of the European People's Party (Christian Democrats),0,40.9,France,9.08,0,Jérôme LAVRILLEUX,male,0,7.5,0
0,JerzyBuzek,1940-07-03 00:00:00,4,67,61,4.24,11.03,2010-01-14,3,pl,Group of the European People's Party (Christian Democrats),3633,39.5,Poland,14.71,121,Jerzy BUZEK,male,1,7.5,501
1,JillEvansMEP,1959-05-08 00:00:00,25,109,295,5.54,19.93,2009-11-30,21,en,Group of the Greens/European Free Alliance,5460,40.4,United Kingdom,0.02,388,Jill EVANS,female,0,5.5,343
0,JSeymourUKIP,1958-05-08 00:00:00,5,109,85,5.54,19.93,2012-10-07,5,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,187,Jill SEYMOUR,female,0,51.5,1012
1,,1956-01-03 00:00:00,0,82,0,4.49,10.07,,0,cs,Confederal Group of the European United Left - Nordic Green Left,3713,40.9,Czech Republic,3.9,0,Jiří MAŠTÁLKA,male,1,20.5,0
0,Pospisil_jiri,1975-11-24 00:00:00,2,82,0,4.49,10.07,2013-09-06,0,cs,Group of the European People's Party (Christian Democrats),0,40.9,Czech Republic,-19.05,19,Jiří POSPÍŠIL,male,1,7.5,63
1,jo_leinen,1948-04-06 00:00:00,6,122,7,5.5,10.23,2012-12-27,6,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,5460,46.1,Germany,-4.89,46,Jo LEINEN,male,0,8.5,39
1,,1962-10-28 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,46.1,Germany,-4.89,0,Joachim SCHUSTER,male,0,8.5,0
0,,1940-05-09 00:00:00,0,122,0,5.5,10.23,,0,de,European Conservatives and Reformists Group,0,46.1,Germany,-7.29,0,Joachim STARBATTY,male,0,13.5,0
0,joachimzeller,1952-07-01 00:00:00,0,122,0,5.5,10.23,2009-05-26,0,de,Group of the European People's Party (Christian Democrats),1813,46.1,Germany,4.14,0,Joachim ZELLER,male,0,7.5,0
1,,1978-11-20 00:00:00,0,79,0,4.73,17.73,,0,pt,Confederal Group of the European United Left - Nordic Green Left,1813,41.1,Portugal,-0.43,0,João FERREIRA,male,0,20.5,0
0,,1949-06-28 00:00:00,0,107,0,5.09,21.89,,0,fr,Europe of freedom and direct democracy Group,0,40.9,France,-1.35,0,Joëlle BERGERON,female,0,51.5,0
0,JoelleMelinFN,1950-03-26 00:00:00,0,107,0,5.09,21.89,2014-02-26,0,fr,Non-attached Members,0,40.9,France,-24.21,0,Joëlle MÉLIN,female,0,,0
0,jvanovertveldt,1955-08-24 00:00:00,6,119,13,5.06,12.8,2010-09-15,4,nl,European Conservatives and Reformists Group,0,43.1,Belgium,-14.5,93,Johan VAN OVERTVELDT,male,1,13.5,386
1,hans_van_baalen,1960-06-17 00:00:00,0,131,0,5.79,6.46,2009-05-29,0,nl,Group of the Alliance of Liberals and Democrats for Europe,1813,42.1,Netherlands,0.46,0,Johannes Cornelis van BAALEN,male,1,11.5,0
0,,1949-08-30 00:00:00,0,109,0,5.54,19.93,,0,en,Europe of freedom and direct democracy Group,1813,40.4,United Kingdom,-14.82,0,John Stuart AGNEW,male,0,51.5,0
1,jonasfernandez,1979-01-08 00:00:00,19,94,102,4.69,20.63,2008-06-09,17,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.6,Spain,10.37,169,Jonás FERNÁNDEZ,male,0,8.5,68
0,JonathanArnott,1981-01-12 00:00:00,43,109,125,5.54,19.93,2010-02-08,38,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,360,Jonathan ARNOTT,male,0,51.5,1642
1,Sebastia_Jordi,1966-11-23 00:00:00,18,94,212,4.69,20.63,2011-07-15,5,es,Group of the Greens/European Free Alliance,0,41.6,Spain,-1.85,355,Jordi SEBASTIÀ,male,0,5.5,1129
1,jleichtfried,1967-06-18 00:00:00,539,128,259,5.26,10.01,2012-10-05,526,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3633,44.3,Austria,-4.25,970,Jörg LEICHTFRIED,male,1,8.5,631
0,,1969-01-09 00:00:00,0,124,0,5.5,7.43,,0,da,European Conservatives and Reformists Group,0,41.6,Denmark,-15.38,0,Jørn DOHRMANN,male,1,13.5,0
1,,1962-02-06 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.6,Spain,10.37,0,José BLANCO LÓPEZ,male,0,8.5,0
1,josebove,1953-06-11 00:00:00,5,107,22,5.09,21.89,2009-03-08,3,fr,Group of the Greens/European Free Alliance,1813,40.9,France,11.34,101,José BOVÉ,male,0,5.5,572
1,,1962-03-13 00:00:00,0,79,0,4.73,17.73,,0,pt,Group of the Alliance of Liberals and Democrats for Europe,0,41.1,Portugal,-4.76,0,José Inácio FARIA,male,0,11.5,0
0,PelaNossaTerra,1967-07-26 00:00:00,0,79,0,4.73,17.73,2011-01-07,0,pt,Group of the European People's Party (Christian Democrats),1813,41.1,Portugal,7.79,0,José Manuel FERNANDES,male,0,7.5,0
1,Weidenholzer,1950-03-06 00:00:00,58,128,188,5.26,10.01,2011-11-24,41,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,943,44.3,Austria,-4.25,483,Josef WEIDENHOLZER,male,1,8.5,359
1,jmterricabras,1946-07-12 00:00:00,0,94,97,4.69,20.63,2013-02-12,0,es,Group of the Greens/European Free Alliance,0,41.6,Spain,0.15,214,Josep-Maria TERRICABRAS,male,0,5.5,1954
1,jozorados,1956-11-03 00:00:00,0,61,0,4.34,26.82,2013-03-29,0,hr,Group of the Alliance of Liberals and Democrats for Europe,0,42.1,Croatia,-9.09,0,Jozo RADOŠ,male,1,11.5,0
0,,1968-03-11 00:00:00,0,75,0,4.12,11.39,,0,sk,Group of the European People's Party (Christian Democrats),0,39.2,Slovakia,-7.69,0,József NAGY,male,1,7.5,0
0,,1961-09-07 00:00:00,0,66,0,4.32,26.73,,0,hu,Group of the European People's Party (Christian Democrats),3713,41.1,Hungary,2.16,0,József SZÁJER,male,0,7.5,0
1,GirautaOficial,1961-03-12 00:00:00,219,94,818,4.69,20.63,2013-12-13,217,es,Group of the Alliance of Liberals and Democrats for Europe,0,41.6,Spain,-3.7,1327,Juan Carlos GIRAUTA VIDAL,male,0,11.5,4439
1,JFLopezAguilar,1961-06-10 00:00:00,8,94,92,4.69,20.63,2011-12-29,6,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,41.6,Spain,10.37,124,Juan Fernando LÓPEZ AGUILAR,male,0,8.5,269
1,Jude_KD,1977-06-02 00:00:00,81,109,491,5.54,19.93,2009-04-03,80,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.4,United Kingdom,-9.34,1047,Jude KIRTON-DARLING,female,0,8.5,1026
1,judithineuropa,1974-03-13 00:00:00,61,131,150,5.79,6.46,2009-01-30,61,nl,Group of the Greens/European Free Alliance,1813,42.1,Netherlands,4.31,606,Judith SARGENTINI,female,1,5.5,229
0,,1953-05-26 00:00:00,0,67,0,4.24,11.03,,0,pl,Group of the European People's Party (Christian Democrats),0,39.5,Poland,14.71,0,Julia PITERA,female,1,7.5,0
1,Senficon,1986-11-30 00:00:00,564,122,335,5.5,10.23,2008-05-21,555,de,Group of the Greens/European Free Alliance,0,46.1,Germany,-1.04,1387,Julia REDA,female,0,5.5,6162
0,,1952-07-16 00:00:00,0,109,0,5.54,19.93,,0,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,0,Julia REID,female,0,51.5,0
0,juliegirling,1956-12-21 00:00:00,42,109,61,5.54,19.93,2011-02-15,38,en,European Conservatives and Reformists Group,1813,40.4,United Kingdom,8.69,172,Julie GIRLING,female,0,13.5,161
1,,1957-03-07 00:00:00,0,109,0,5.54,19.93,,0,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.4,United Kingdom,-9.34,0,Julie WARD,female,0,8.5,0
0,Hallo_aho,1971-04-27 00:00:00,0,113,0,6.04,6.4,,0,fi,European Conservatives and Reformists Group,0,43.2,Finland,-7.69,0,Jussi HALLA-AHO,male,1,13.5,0
1,JuttaSteinruck,1962-09-01 00:00:00,20,122,144,5.5,10.23,2009-01-11,16,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,46.1,Germany,-4.89,362,Jutta STEINRUCK,female,0,8.5,183
1,JytteGuteland,1979-09-16 00:00:00,57,127,70,5.93,8.98,2009-03-13,57,sv,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.2,Sweden,2.78,226,Jytte GUTELAND,female,1,8.5,248
1,kajakallas,1977-06-18 00:00:00,24,73,75,5.27,9.63,2009-08-26,23,et,Group of the Alliance of Liberals and Democrats for Europe,0,41.2,Estonia,-16.67,134,Kaja KALLAS,female,1,11.5,194
1,KarimaDelli,1979-03-04 00:00:00,10,107,67,5.09,21.89,2009-11-24,7,fr,Group of the Greens/European Free Alliance,1813,40.9,France,11.34,238,Karima DELLI,female,0,5.5,556
